Instrument,Total Return (%),Total Trades,Win Rate (%),Max Drawdown (%),Sharpe Ratio,Profit Factor,Avg Win (%),Avg Loss (%)
GBP_USD,-20.661544048545604,1273,37.21502804354999,16.153460516801697,-4.044229697995485,0.7410413643819909,0.12143548184938677,-0.09733130101636166
XAU_USD,10.148582973779611,1306,40.85082228767796,8.860993807257003,0.9885027217206139,1.1349838639700933,0.3194427508944523,-0.19405230850886176
USD_JPY,-10.238334415999635,1344,39.97841286389339,11.540420575563362,-1.331761132985618,0.9163812228114451,0.15661814107792008,-0.11374154575252832
